,age,job,marital,education,default,balance,ratio_bal_ln,ratio_ln_inc,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
513,40,management,married,tertiary,no,378,0.36163633611921797,1.97523960335116,yes,yes,cellular,28,jan,260,1,268,2,failure,no
514,42,unemployed,divorced,secondary,no,759,0.5908257226056738,0.9784842215194496,no,no,cellular,28,jan,97,1,169,3,failure,no
515,43,technician,divorced,secondary,no,87,0.4720989630204937,0.011461641300534953,yes,no,cellular,28,jan,130,1,247,2,failure,no
516,43,entrepreneur,divorced,tertiary,no,626,-0.5535034693616185,1.7155540378823448,yes,no,cellular,28,jan,72,1,167,2,failure,no
517,38,blue-collar,married,secondary,no,67,-0.18290524168312444,-1.1787981132859278,no,no,cellular,28,jan,74,1,239,2,failure,no
518,48,services,married,secondary,no,651,-0.4732743720622482,-1.6430180232708,no,yes,cellular,28,jan,228,1,196,2,failure,no
519,53,technician,divorced,secondary,no,392,0.7367888049974081,-0.7655550641712217,yes,no,cellular,28,jan,70,1,245,1,failure,no
520,33,blue-collar,married,secondary,yes,-354,1.7742865672723578,-0.5935341280114816,yes,yes,cellular,28,jan,104,1,245,2,failure,no
521,46,technician,married,,no,557,0.7894952640219447,-0.7969831612765649,yes,no,cellular,28,jan,148,1,197,4,failure,no
522,57,services,divorced,primary,no,362,2.070875228815232,-2.072008344002095,no,no,cellular,28,jan,91,1,231,1,failure,no
523,52,services,married,secondary,no,393,-0.19530895487699862,-0.8623440147777744,yes,yes,cellular,28,jan,446,1,182,8,failure,no
524,43,management,married,tertiary,no,344,1.4841157759774024,0.43395059917993284,yes,yes,cellular,28,jan,282,1,238,2,failure,no
525,48,technician,married,secondary,no,0,0.7324330830874947,0.6969900272821123,yes,no,cellular,28,jan,123,1,204,1,failure,no
526,43,services,married,secondary,no,2478,0.46946325295425145,0.1806318374672492,yes,no,cellular,28,jan,347,1,230,1,failure,no
527,52,technician,married,,no,425,0.21556068590952585,-0.37990833909570254,yes,no,cellular,28,jan,219,2,254,3,failure,no
528,33,admin.,married,secondary,no,4012,1.589364037202456,0.5627402224770397,no,yes,cellular,28,jan,90,1,265,4,failure,no
529,47,blue-collar,married,primary,no,1452,0.1431934431429771,0.3408408661937835,yes,yes,cellular,28,jan,181,1,177,2,failure,no
530,53,self-employed,married,tertiary,no,1672,-0.17003778999917576,-1.0515379544888646,no,no,cellular,28,jan,176,1,189,1,failure,no
531,52,technician,married,secondary,no,98,0.19593815436648662,-1.8662893606273299,yes,no,cellular,28,jan,103,1,245,2,failure,no
532,58,retired,married,secondary,no,374,0.42937193464014145,0.1515760905322345,yes,yes,cellular,28,jan,223,1,196,1,failure,no
533,54,entrepreneur,married,tertiary,no,1129,0.5737193163060524,0.6808502206754331,no,yes,cellular,28,jan,242,1,184,8,failure,no
534,56,unemployed,married,secondary,no,-246,0.831655843257876,-0.18018807778547236,no,yes,cellular,28,jan,461,2,204,2,failure,no
535,31,unemployed,married,secondary,no,20,0.6370644722661702,-0.649933728446504,no,no,cellular,28,jan,304,1,71,1,failure,no
536,38,blue-collar,married,secondary,no,105,0.4209949878222802,1.1356565452459908,yes,no,cellular,28,jan,158,1,265,2,failure,no
537,38,management,married,tertiary,no,1066,1.7203460299244007,0.5097869443939179,yes,no,cellular,28,jan,86,1,189,1,failure,no
538,51,admin.,married,secondary,no,176,1.735317027143307,0.4396936014320109,no,no,cellular,28,jan,214,1,183,2,failure,no
539,44,admin.,married,secondary,no,429,0.5631698129836136,-0.9998277238801063,yes,no,cellular,28,jan,99,1,246,4,failure,no
540,53,housemaid,married,tertiary,no,554,1.1652326445604815,0.03717522870053369,no,no,cellular,28,jan,48,1,181,5,failure,no
541,35,management,married,tertiary,no,436,0.3631278066448027,-1.3750045386030543,no,yes,cellular,28,jan,507,1,184,4,failure,no
542,52,technician,married,,no,370,0.9367492365298465,-0.18273487586205267,yes,no,cellular,28,jan,144,1,197,2,failure,no
543,48,management,single,tertiary,no,-295,-0.061019935410905224,0.14309055065279042,no,yes,cellular,28,jan,121,1,190,2,failure,no
544,57,blue-collar,married,secondary,no,1316,1.1353278613334592,0.22194032885654746,no,no,cellular,28,jan,221,2,182,5,failure,no
545,57,blue-collar,married,secondary,no,297,1.825688604051177,-0.45358052920705244,no,yes,telephone,28,jan,120,2,154,16,failure,no
546,37,services,single,secondary,no,62,0.49645305763087116,-0.9906605183095771,yes,no,cellular,28,jan,252,2,268,2,failure,no
547,54,management,married,,no,876,0.6487988310331518,-1.832304648272944,yes,no,cellular,28,jan,66,2,198,3,failure,no
548,59,admin.,married,secondary,no,1455,1.1166629851731225,-2.0049690941429557,yes,no,cellular,28,jan,222,2,191,1,failure,no
549,44,entrepreneur,married,tertiary,no,3463,1.0740820902903692,-0.22040910850403583,yes,yes,cellular,28,jan,290,2,153,3,failure,no
550,30,admin.,single,secondary,no,732,-0.531507257419825,-2.3150994439387835,yes,no,cellular,28,jan,445,1,223,1,failure,no
551,37,blue-collar,married,secondary,no,417,1.1930193635413158,0.8560175411533935,no,no,cellular,28,jan,389,1,181,5,failure,no
552,48,technician,married,secondary,no,547,1.1196672213273304,0.810950279930578,no,no,cellular,28,jan,74,1,176,2,failure,no
553,47,technician,married,secondary,no,487,0.025557657715300774,0.3340001892683705,no,no,cellular,28,jan,218,2,177,1,failure,no
554,59,blue-collar,married,primary,no,699,0.7497135004948611,0.34254396182678204,no,no,cellular,28,jan,98,1,154,6,failure,no
555,55,technician,married,secondary,no,3207,1.4061649824103826,-0.34896560432296797,no,no,cellular,28,jan,158,2,153,12,failure,no
556,49,technician,married,secondary,no,177,0.28376538062881274,0.4133711181918613,yes,yes,cellular,28,jan,90,1,204,1,failure,no
557,42,technician,married,secondary,no,799,0.2824195708647554,1.6201032846019152,no,no,cellular,28,jan,234,1,181,6,failure,no
558,56,technician,single,tertiary,no,-528,0.8615855061188401,-0.4757153858343015,no,no,cellular,28,jan,290,2,184,2,failure,no
559,26,blue-collar,single,secondary,no,0,-0.09798628042733659,-1.0627154388037519,yes,no,cellular,28,jan,148,2,258,2,failure,no
560,52,management,married,tertiary,no,1392,-0.8282778911228524,0.9960279414097961,no,no,cellular,28,jan,1121,2,205,3,failure,no
561,44,technician,married,secondary,no,-199,1.5647472838404095,-1.066930612175121,no,no,cellular,28,jan,692,2,247,3,failure,no
562,50,technician,married,secondary,no,-70,0.4030660286458548,0.18733892722783246,yes,yes,cellular,28,jan,391,2,191,1,failure,no
563,40,blue-collar,single,primary,no,366,1.365776588766324,0.7581234560758701,yes,yes,cellular,28,jan,168,2,205,1,failure,no
564,47,technician,married,secondary,no,644,1.170236785915447,0.39825463783562964,no,no,telephone,28,jan,54,3,160,13,failure,no
565,29,services,married,secondary,no,376,0.7270513155181959,-0.12098682459552229,no,yes,telephone,28,jan,49,3,183,4,failure,no
566,51,technician,married,,no,413,0.18959665205809517,-0.23205080847387316,yes,no,telephone,28,jan,82,2,254,2,failure,no
567,49,management,divorced,tertiary,no,557,0.7736090564640097,0.18072156877538453,yes,no,cellular,29,jan,145,1,223,5,failure,no
568,31,management,single,tertiary,no,86,0.9061610551206245,-1.0324407315011346,no,no,cellular,29,jan,100,1,170,4,failure,no
569,34,blue-collar,married,secondary,no,1988,1.861702155543355,0.26219496236238493,yes,no,telephone,29,jan,53,1,266,2,failure,no
570,57,admin.,married,secondary,no,1504,0.5656451905141777,-0.686806444069021,yes,no,cellular,29,jan,52,1,245,2,failure,no
571,33,services,single,secondary,no,459,1.2131953449960644,2.3042867377941736,yes,no,cellular,29,jan,241,1,266,2,failure,no
572,35,technician,married,secondary,no,-259,0.5661292369929926,-0.673351421177943,yes,no,cellular,29,jan,381,1,247,2,failure,no
573,60,technician,married,secondary,no,2041,0.3300850548300718,-0.7828420457396791,no,no,telephone,29,jan,123,1,185,7,failure,no
574,33,admin.,single,secondary,no,13,-0.12382312141174495,0.7977561822780788,yes,no,cellular,29,jan,111,1,247,2,failure,no
575,32,technician,married,tertiary,no,0,0.46283461570209716,0.80171842833421,yes,yes,cellular,29,jan,223,1,261,2,failure,no
576,46,blue-collar,married,secondary,no,120,1.0834189330540769,0.7874773339909085,yes,yes,cellular,29,jan,121,1,259,3,failure,no
577,36,services,divorced,secondary,no,532,-0.18521882326499062,-0.032163172904556114,yes,no,cellular,29,jan,391,1,241,1,failure,no
578,36,technician,married,tertiary,no,-290,0.7603398631826241,0.7451439575217322,yes,yes,cellular,29,jan,150,1,189,3,failure,no
579,34,admin.,single,secondary,no,673,1.4951255297995298,-0.1527197360125424,yes,no,cellular,29,jan,89,1,260,2,failure,no
580,39,admin.,married,secondary,no,272,2.2553086463118044,-0.34362627736389995,yes,yes,cellular,29,jan,199,1,234,2,failure,no
581,48,services,single,secondary,no,133,1.106572293327795,-1.0332408420979688,yes,yes,cellular,29,jan,451,1,197,1,failure,no
582,34,management,married,tertiary,no,557,1.4578251323926166,-0.8692662443902823,yes,no,cellular,29,jan,354,1,197,1,failure,no
583,36,management,divorced,tertiary,no,36,0.8063146384050353,0.9011599549524196,yes,no,cellular,29,jan,227,1,261,6,failure,no
584,36,entrepreneur,married,secondary,no,313,1.0718295856484428,-0.2067609881650311,yes,no,cellular,29,jan,167,2,198,1,failure,no
585,36,admin.,married,secondary,no,498,-0.7290244130027557,-0.8053378379798852,yes,no,cellular,29,jan,151,1,253,1,failure,no
586,36,technician,married,secondary,no,319,1.4791534435392213,0.39931089684787935,yes,no,cellular,29,jan,29,1,266,1,failure,no
587,46,blue-collar,married,secondary,no,521,1.173858675862299,0.5099622564124066,yes,no,cellular,29,jan,246,1,226,3,failure,no
588,45,management,divorced,tertiary,no,-90,1.712758506098808,-2.1299383333327713,yes,no,cellular,29,jan,128,1,192,1,failure,no
589,35,technician,married,secondary,no,149,1.2348046653881855,-1.0306651761119663,yes,no,cellular,29,jan,99,1,245,2,failure,no
590,60,technician,married,secondary,no,478,1.2156160746942686,0.449102896715547,no,no,cellular,29,jan,139,1,171,5,failure,no
591,37,blue-collar,married,primary,no,345,0.322379823135302,0.7705167225290352,yes,no,cellular,29,jan,344,1,188,2,failure,no
592,33,management,divorced,tertiary,no,893,0.6248957812647123,-0.0029275454592385675,yes,no,cellular,29,jan,259,1,259,9,failure,no
593,50,management,single,tertiary,no,567,0.4520530391047601,-0.7721502263815417,yes,no,cellular,29,jan,50,1,258,8,failure,no
594,46,entrepreneur,married,secondary,no,294,-0.2308523392754858,0.9966823496933718,yes,no,cellular,29,jan,444,1,196,1,failure,no
595,59,management,married,tertiary,no,1857,-0.13775073230461687,0.5245157012649428,no,no,cellular,29,jan,386,1,168,4,failure,no
596,30,management,single,tertiary,no,1422,1.4295061974734837,0.1027428011271076,yes,yes,cellular,29,jan,305,1,223,27,failure,no
597,27,self-employed,married,secondary,yes,254,0.8005820960258688,0.37065781861924046,yes,yes,cellular,29,jan,194,1,188,1,failure,no
598,39,management,divorced,tertiary,no,547,1.2043255566929676,-0.5405548444203605,yes,no,cellular,29,jan,317,2,260,4,failure,no
599,51,management,single,tertiary,no,0,0.46993660558031236,0.665821251722623,yes,no,telephone,29,jan,121,1,244,2,failure,no
600,41,admin.,single,secondary,no,1322,0.23022070016962007,-0.42305758350633543,yes,no,cellular,29,jan,58,1,266,1,failure,no
601,35,admin.,single,secondary,no,111,0.2690820500152292,0.06000160486567352,yes,no,cellular,29,jan,55,1,195,3,failure,no
602,53,technician,divorced,secondary,no,388,-0.12651954412557131,0.20625863413512724,yes,yes,cellular,29,jan,67,1,247,1,failure,no
603,34,management,married,tertiary,no,498,0.5624303567111614,-1.4100619888225092,yes,no,cellular,29,jan,84,1,251,2,failure,no
604,55,technician,married,secondary,no,273,0.9467235237346417,0.24212835813627598,yes,no,cellular,29,jan,84,3,183,3,failure,no
605,37,management,married,tertiary,no,1330,1.0073756722150347,-0.45977048102699636,yes,no,cellular,29,jan,41,2,261,1,failure,no
606,42,blue-collar,divorced,primary,no,299,-0.3322015213495554,0.38109501289300274,yes,no,cellular,29,jan,305,2,261,2,failure,no
607,31,technician,single,tertiary,no,424,1.4077899670653216,0.957555742779344,no,no,cellular,29,jan,106,1,161,2,failure,no
608,31,management,married,tertiary,no,732,0.7166554956868239,1.0180651608735514,yes,no,cellular,29,jan,542,1,241,1,failure,no
609,38,entrepreneur,single,tertiary,no,-274,0.1429672979127134,2.444389098792237,yes,yes,cellular,29,jan,103,1,247,2,failure,no
610,48,services,married,primary,no,1496,0.3376694591720665,0.39240980296121675,yes,no,telephone,29,jan,284,2,258,2,failure,no
611,39,blue-collar,single,tertiary,no,263,2.277575059964112,0.7514494097298635,yes,no,cellular,29,jan,160,1,199,6,failure,no
612,34,management,married,tertiary,no,303,1.425371594697347,-1.057582696113621,yes,no,cellular,29,jan,50,1,195,2,failure,no
613,53,technician,married,tertiary,no,1405,0.25252979172625445,-0.1608847566273828,yes,yes,cellular,29,jan,140,1,244,1,failure,no
614,34,technician,married,tertiary,no,16992,1.6224743647213797,-0.26716853021972564,yes,no,cellular,29,jan,71,1,245,1,failure,no
615,36,blue-collar,married,secondary,no,-557,0.9283805372594139,-0.09214760606150653,yes,yes,cellular,29,jan,484,1,253,1,failure,no
616,33,management,single,tertiary,no,1345,1.957956244390367,-0.7151074942600576,yes,no,cellular,29,jan,257,1,262,3,failure,no
617,35,blue-collar,single,secondary,no,1239,-0.155896050605426,0.0009349876298846427,yes,no,cellular,29,jan,112,1,195,1,failure,no
618,29,management,married,tertiary,no,246,1.1294867770518369,-0.5971630391485664,yes,no,cellular,29,jan,61,1,265,1,failure,no
619,37,services,married,secondary,no,1694,-0.07142418802775719,-0.5214181428779447,yes,yes,cellular,29,jan,404,2,251,6,failure,no
620,44,management,married,primary,no,5418,0.0502330063036954,-0.9786634712238341,yes,yes,cellular,29,jan,188,1,185,5,failure,no
621,46,admin.,divorced,secondary,no,660,1.6579282307669745,0.7085745415199877,yes,no,cellular,29,jan,1026,1,259,2,failure,no
622,40,blue-collar,divorced,secondary,no,94,1.328629043957275,-0.9681642373064231,yes,no,cellular,29,jan,121,1,245,1,failure,no
623,30,services,single,secondary,no,193,0.5249728061179668,0.37098194683847235,yes,no,cellular,29,jan,326,1,244,2,failure,no
624,45,blue-collar,married,primary,no,487,1.3717930800108389,0.08128869818171032,yes,no,cellular,29,jan,117,1,163,4,failure,no
625,29,admin.,single,secondary,no,2768,0.11740564896863952,-0.07856097107521964,yes,no,cellular,29,jan,69,1,241,4,failure,no
626,41,services,married,secondary,no,1141,0.5603648666370186,0.9689586382681246,yes,no,cellular,29,jan,75,1,247,1,failure,no
627,32,blue-collar,single,secondary,no,160,1.2709576059082908,-0.041443941333497714,yes,no,telephone,29,jan,48,1,265,1,failure,no
628,31,services,single,tertiary,no,1025,0.9294375255361177,0.7714443771985646,no,no,cellular,29,jan,93,1,254,3,failure,no
629,31,blue-collar,married,secondary,no,360,-0.08317325271799184,-0.24914999483832134,yes,yes,cellular,29,jan,89,1,241,1,failure,no
630,40,management,married,tertiary,no,351,0.6371767639106337,-0.33968160801633446,yes,no,cellular,29,jan,338,1,254,3,failure,no
631,34,admin.,single,secondary,no,391,0.9146194971661106,-1.376452528838519,yes,no,cellular,29,jan,77,1,265,2,failure,no
632,37,technician,married,tertiary,no,183,1.4508156356118016,0.5685310154775612,yes,no,cellular,29,jan,51,1,258,1,failure,no
633,35,technician,single,secondary,no,175,1.4368586543200608,-1.2642464034829763,yes,no,cellular,29,jan,219,1,246,1,failure,no
634,28,self-employed,single,tertiary,no,0,1.247941491426437,0.5829461493568099,yes,no,cellular,29,jan,379,1,192,1,failure,no
635,39,blue-collar,married,secondary,no,648,0.15390178560524181,-0.4729045683280919,yes,no,cellular,29,jan,85,2,240,1,failure,no
636,28,admin.,single,secondary,no,1391,1.6919163864509021,1.3601996468125024,yes,no,cellular,29,jan,462,2,247,1,failure,no
637,59,management,married,tertiary,no,2365,0.44080007325497345,-1.3350019950235725,no,yes,cellular,29,jan,36,1,188,4,failure,no
638,56,blue-collar,married,primary,no,420,1.4802805621642623,0.2839192200705886,yes,no,cellular,29,jan,129,1,265,1,failure,no
639,50,self-employed,married,secondary,no,2061,1.1783089596578402,-1.1446255221052557,yes,yes,cellular,29,jan,197,2,244,3,failure,no
640,34,technician,single,secondary,no,341,-0.7332757711891102,-1.7267227328903632,no,yes,cellular,29,jan,136,1,262,3,failure,no
641,34,blue-collar,single,secondary,no,381,-0.2754928538283878,0.16631515713772216,yes,no,cellular,29,jan,83,1,262,1,failure,no
642,31,management,married,secondary,no,678,0.4144445792806213,0.1412277201754446,yes,no,cellular,29,jan,249,1,259,4,failure,no
643,36,entrepreneur,single,tertiary,no,658,0.029508833588519634,-1.1926198060992845,yes,no,cellular,29,jan,99,1,227,3,failure,no
644,35,technician,divorced,tertiary,no,1242,1.3310465233389381,-2.038506751452562,yes,no,cellular,29,jan,141,1,245,3,failure,no
645,26,management,divorced,tertiary,yes,-402,0.1337953613258071,1.6256556225205694,no,yes,cellular,29,jan,66,2,262,2,failure,no
646,39,services,married,secondary,no,1099,-0.6375725652402083,-1.1897559291011133,no,no,cellular,29,jan,211,2,245,6,failure,no
647,35,admin.,married,secondary,no,147,1.1159093075787807,-0.977306394807579,yes,yes,cellular,29,jan,41,1,184,7,failure,no
648,32,blue-collar,single,secondary,no,1139,0.2888303391152308,-0.21582959851289518,yes,no,cellular,29,jan,57,1,191,1,failure,no
649,53,blue-collar,single,primary,no,354,1.4574637814678968,-0.6158068855750882,yes,no,cellular,29,jan,133,1,226,2,failure,no
650,38,blue-collar,married,primary,no,406,1.1507141814325275,1.2850273665568719,yes,no,cellular,29,jan,138,1,188,5,failure,no
651,45,blue-collar,married,primary,no,300,1.3738422289130714,1.3407349466174698,yes,no,cellular,29,jan,203,1,261,3,failure,no
652,34,management,married,tertiary,no,349,2.313182892026627,0.9131596808035397,yes,yes,cellular,29,jan,133,2,185,3,failure,no
653,55,services,divorced,primary,no,2923,0.2315653843674171,0.4009908874015109,yes,no,cellular,29,jan,94,1,259,2,failure,no
654,59,management,single,secondary,no,671,0.8346978384557538,-0.7249574873134826,yes,yes,cellular,29,jan,219,2,259,5,failure,no
655,53,services,married,secondary,no,367,1.742399324823889,-1.023035273047419,yes,yes,cellular,29,jan,155,1,261,2,failure,no
656,39,entrepreneur,divorced,tertiary,no,208,0.7966128986128171,-0.6214813393448748,yes,no,cellular,29,jan,81,1,240,2,failure,no
657,60,retired,divorced,,no,-49,-0.37683895858377525,1.1970162961710888,yes,no,cellular,29,jan,188,1,261,2,failure,no
658,53,retired,divorced,secondary,no,246,0.1482879276587366,0.7929175836400152,yes,no,cellular,29,jan,158,2,247,1,failure,no
659,38,management,single,tertiary,no,16957,-0.45520111244271766,-0.657444705155307,yes,no,telephone,29,jan,208,1,247,2,failure,no
660,28,technician,married,secondary,no,232,-0.08732942186306836,0.45515761944743316,yes,yes,cellular,29,jan,72,1,261,1,failure,no
661,40,blue-collar,divorced,primary,no,4168,0.7010317908477663,-0.5257742785327579,yes,no,cellular,29,jan,91,1,223,3,failure,no
662,26,blue-collar,single,primary,no,155,1.005553227692817,-0.13933795917755204,yes,no,cellular,29,jan,291,1,244,4,failure,no
663,46,blue-collar,married,secondary,no,-3,1.4586462586738016,-0.7377235843765239,yes,no,cellular,29,jan,79,2,265,2,failure,no
664,45,technician,married,secondary,no,398,0.6727488881989769,0.10685448300376904,yes,no,cellular,29,jan,227,1,246,5,failure,no
665,56,management,single,tertiary,no,6507,0.361743658003766,1.2082646569388318,yes,yes,cellular,29,jan,134,1,196,1,failure,no
666,28,management,single,tertiary,no,882,1.3825380745046856,0.288136148598812,no,yes,cellular,29,jan,94,1,205,2,failure,no
667,40,technician,married,secondary,no,56,1.4683412707849972,-0.015369767006467944,yes,yes,cellular,29,jan,194,1,247,1,failure,no
668,58,blue-collar,married,secondary,no,1298,0.7616889632467553,1.1405804648796574,yes,no,cellular,29,jan,522,2,245,4,failure,no
669,28,technician,single,secondary,no,527,1.0132454813537242,0.8552493873669448,yes,no,cellular,29,jan,161,2,265,1,failure,no
670,30,blue-collar,single,secondary,no,-61,0.5904687099686446,-1.549910260760945,no,no,cellular,29,jan,111,2,196,1,failure,no
671,41,management,married,tertiary,no,-29,-0.0968224308704547,1.3084173128662058,no,no,cellular,29,jan,41,2,266,2,failure,no
672,32,management,married,tertiary,no,2213,0.7308200591191282,0.7368604035455527,no,no,cellular,29,jan,125,2,154,7,failure,no
673,49,management,single,tertiary,no,145,1.4070781024819965,0.594295063934529,yes,no,cellular,29,jan,57,2,248,38,failure,no
674,47,management,married,tertiary,yes,-337,-0.08607605390181541,0.520419413374538,no,yes,cellular,29,jan,243,4,161,2,failure,no
675,27,technician,single,secondary,no,261,-0.07652941651064588,1.4379188642929766,yes,no,cellular,29,jan,236,2,247,2,failure,no
676,28,technician,single,tertiary,no,-214,0.6761051094945555,0.49426000642417656,yes,no,cellular,29,jan,228,2,262,3,failure,no
677,57,management,divorced,tertiary,no,-676,-0.4843091030017057,1.1256502542879556,yes,yes,cellular,29,jan,100,2,247,1,failure,no
678,32,technician,single,,no,317,1.0507482151921301,-0.2781886776697883,yes,no,cellular,29,jan,452,2,253,2,failure,no
679,38,technician,divorced,secondary,no,531,-0.006081426250376776,-1.4297002017284637,no,no,cellular,29,jan,214,3,226,7,failure,no
680,30,services,single,secondary,no,9,1.5699899179727654,-1.0873883003251437,no,yes,cellular,29,jan,194,2,205,2,failure,no
681,29,technician,single,tertiary,no,370,-0.9347680475021489,-0.9426092202558486,yes,no,cellular,29,jan,119,2,251,5,failure,no
682,31,management,married,secondary,no,0,-0.2801705496067898,0.8923483511601118,no,no,cellular,29,jan,120,2,160,2,failure,no
683,56,entrepreneur,divorced,primary,no,29,1.6848141655161304,0.733286545621224,no,no,cellular,29,jan,52,2,227,1,failure,no
684,44,management,married,secondary,no,488,-0.0444683431641506,-1.7691000663631293,no,yes,cellular,29,jan,138,2,183,11,failure,no
685,34,blue-collar,married,secondary,no,-211,-0.464137985220337,-0.3358785852156587,yes,no,cellular,29,jan,135,2,184,5,failure,no
686,33,blue-collar,married,primary,no,902,0.5660323924414619,-1.7823845884819338,yes,no,cellular,29,jan,207,2,247,2,failure,no
687,36,technician,married,secondary,no,1508,-0.5561630525348342,-2.851405220768883,no,no,cellular,29,jan,187,2,185,8,failure,no
688,26,technician,single,tertiary,no,43,1.1143595714026828,-0.10917631757853774,yes,yes,cellular,29,jan,169,3,246,1,failure,no
689,28,student,single,secondary,no,24,-0.284951748364028,1.0638048694145126,yes,no,cellular,29,jan,284,2,196,2,failure,no
690,57,management,divorced,tertiary,no,1016,-0.9932203547090946,-1.1142995190692684,yes,no,cellular,29,jan,462,2,234,5,failure,no
691,29,management,married,tertiary,no,1366,1.2305342154450922,-0.7099687440208449,yes,no,cellular,29,jan,90,2,245,3,failure,no
692,32,services,married,secondary,no,356,0.20429374415999307,-1.5506303948298825,yes,no,cellular,29,jan,56,2,223,5,failure,no
693,37,management,divorced,secondary,no,414,0.04947981533979284,-0.6077280340127558,no,no,cellular,29,jan,293,2,162,4,failure,no
694,40,technician,single,secondary,no,822,0.9076035627823585,0.689346118314132,yes,yes,cellular,29,jan,155,2,245,3,failure,no
695,48,technician,married,secondary,no,101,0.7521579024963506,2.1799426103600337,yes,no,cellular,29,jan,414,2,192,3,failure,no
696,45,technician,single,secondary,no,-55,0.31744265556016155,-1.2241109919439466,no,no,cellular,29,jan,78,3,197,1,failure,no
697,31,technician,married,tertiary,no,702,0.7278250618903209,0.5982442137006242,no,yes,cellular,29,jan,157,3,182,29,failure,no
698,37,technician,married,secondary,no,1120,0.9240895698984498,2.5372376139480863,yes,no,cellular,29,jan,88,3,244,5,failure,no
699,33,admin.,single,secondary,no,303,-0.1277741457996343,-0.6145587400966932,no,no,cellular,29,jan,483,2,266,1,failure,no
700,57,technician,divorced,secondary,no,77,1.5260391033468643,0.4559627181217788,yes,yes,cellular,29,jan,168,3,246,2,failure,no
701,47,retired,married,tertiary,no,1225,-0.7697014846130132,-1.375630058275143,yes,yes,cellular,29,jan,191,3,227,2,failure,no
702,28,technician,single,secondary,no,8,0.7540937515710017,-0.3940031108241706,yes,no,cellular,29,jan,389,2,254,3,failure,no
703,39,technician,divorced,secondary,no,1333,1.3258100763559026,1.1712979029869244,yes,yes,cellular,29,jan,585,2,246,1,failure,no
704,31,entrepreneur,married,secondary,no,10,-0.7604388434195001,-0.6405048183030424,yes,yes,cellular,29,jan,161,3,188,9,failure,no
705,49,management,single,secondary,no,61,0.83285909582438,-1.747408851723312,yes,no,cellular,29,jan,185,2,246,1,failure,no
706,33,blue-collar,divorced,secondary,no,880,1.42909311350913,-0.8162466160729669,yes,yes,cellular,29,jan,263,3,239,1,failure,no
707,39,blue-collar,married,secondary,no,360,0.9162218544796155,-0.4831661851826523,yes,no,cellular,29,jan,325,2,260,2,failure,no
708,54,admin.,married,secondary,no,263,1.8362381385581625,0.07886775495850129,no,yes,telephone,29,jan,283,4,195,7,failure,no
709,35,blue-collar,single,secondary,no,297,0.018200899236295975,0.3959495807572283,yes,no,cellular,29,jan,251,3,265,4,failure,no
710,26,blue-collar,single,secondary,no,249,0.29488359814137166,-0.9213672068388588,yes,no,cellular,29,jan,235,3,262,5,failure,no
711,31,management,single,tertiary,no,1724,-0.12792077963334608,0.3588405693063421,yes,no,telephone,29,jan,152,2,254,1,failure,no
712,31,services,single,secondary,no,442,0.5408167461814036,0.001577845479299178,yes,no,cellular,29,jan,355,3,258,3,failure,no
713,46,management,divorced,tertiary,no,-154,0.28091554282280706,0.7740426679000161,yes,yes,cellular,29,jan,150,2,247,2,failure,no
714,30,self-employed,married,,no,1712,0.5495616598106492,-0.8153176163682432,no,no,cellular,29,jan,213,3,190,2,failure,no
715,36,services,married,secondary,no,1053,1.2570406517025714,-0.44410383192318426,yes,no,telephone,30,jan,99,1,259,1,failure,no
716,35,blue-collar,married,secondary,no,6411,0.4457521282771455,0.41410525939583576,yes,yes,cellular,30,jan,144,1,266,2,failure,no
717,35,technician,single,secondary,no,951,0.5719402862089102,1.0390235212543502,yes,no,cellular,30,jan,163,1,254,1,failure,no
718,46,management,married,,no,802,1.5115633945441256,-0.226029050086563,yes,no,cellular,30,jan,445,1,189,1,failure,no
719,28,admin.,married,secondary,no,-247,1.0533035482395139,1.3284058497721514,yes,yes,cellular,30,jan,121,1,240,2,failure,no
720,49,management,married,tertiary,no,342,0.7570389754576221,-1.163108663874058,no,no,cellular,30,jan,433,2,228,1,failure,no
721,59,admin.,married,primary,no,879,0.5821916348864694,-0.3159621046166987,yes,no,cellular,30,jan,126,5,259,7,failure,no
722,29,services,single,tertiary,no,737,1.410428572973298,-0.3233029069239561,yes,yes,cellular,30,jan,499,5,248,1,failure,no
723,35,technician,single,tertiary,no,364,0.3545754172699951,-0.44957586660822113,no,yes,cellular,30,jan,162,3,205,3,failure,no
724,35,technician,single,secondary,no,2144,1.4524083788194266,0.021469091115647293,yes,no,cellular,30,jan,146,2,262,2,failure,no
725,34,technician,divorced,secondary,no,1301,0.5364075008222992,-1.499869977273074,yes,no,cellular,30,jan,196,2,189,2,failure,no
726,47,technician,divorced,tertiary,no,405,-0.21233130358137964,-0.09371145626225041,yes,no,cellular,30,jan,236,1,260,1,failure,no
727,26,technician,divorced,tertiary,no,3154,0.8724092411672376,-0.8921389837750389,yes,yes,cellular,30,jan,350,3,248,1,failure,no
728,31,technician,single,tertiary,no,236,1.0775034385379358,-0.7587561388353473,yes,no,cellular,30,jan,200,1,259,1,failure,no
729,33,technician,married,tertiary,no,525,0.18861639870846214,1.0261287157939054,yes,yes,cellular,30,jan,499,1,247,1,failure,no
730,29,admin.,married,secondary,no,957,0.21828576465432603,0.17408558105444646,yes,yes,cellular,30,jan,258,2,263,3,failure,no
